Article.ID,data column,data,notes,,,,,,,
24,Lead.Author ,Arruda,,,,,,,,
24,Year,2016,,,,,,,,
24,Journal,BJB,,,,,,,,
24,"focal area of research (ecophysiology, population ecology, community ecology ecosystem ecology, animal behavior)",ecophysiology,,,,,,,,
24,focal.subject.of.research,abiotic,,,,,,,,
24,biome,tropical.dry.forest,,,,,,,,
24,ecosystem,deciduous.seasonal.forest,,,,,,,,
24,Country,Brazil,,,,,,,,
24,state,Minas.Gerais,,,,,,,,
24,Municipality,Montes.Claros,,,,,,,,
24,field station,NA,,,,,,,,
24,Latitude,16°34’S,,,,,,,,
24,Longitude,43°46’W,,,,,,,,
24,habitat.1,forest.fragment,,,,,,,,
24,habitat.2,NA,,,,,,,,
24,replicates.habitat.1,1,,,,,,,,
24,replicates.habitat.2,NA,,,,,,,,
24,sampling.dist.hab.1,transect,measurements.at.0m.10m.25m.40m.55m.70m.85m,,,,,,,
24,sampling.dist.hab.2,NA,,,,,,,,
24,reps.per.dist.1,7,,,,,,,,
24,reps.per.dist.2,NA,,,,,,,,
24,dist.btwn.pts.1,variable,10m.or.15m,,,,,,,
24,dist.btwn.pts.2,NA,,,,,,,,
24,layout,multiple.perpendicular,,,,,,,,
24,var.1,AT,,,,,,,,
24,var.2,ST,,,,,,,,
24,var.3,RH,,,,,,,,
24,var.4,NA,,,,,,,,
24,equip.var.1,NA,,,,,,,,
24,equip.var.2,NA,,,,,,,,
24,equip.var.3,NA,,,,,,,,
24,equip.var.4,NA,,,,,,,,
24,start.date,NA,,,,,,,,
24,end.date,NA,,,,,,,,
24,time.var.1,12.measurements.in.September,,,,,,,,
24,time.var.2,12.measurements.in.September,,,,,,,,
24,time.var.3,12.measurements.in.September,,,,,,,,
24,time.var.4,NA,,,,,,,,
24,comparisons,Effects.of.edge.on.fragment.microclimate,,,,,,,,
24,comparisons,Canopy.cover.changes.on.edge.gradient,,,,,,,,
24,comparisons,Microclimate.influence.on.tree.species.and.dominance,,,,,,,,
24,statistical analysis?,Y,,,,,,,,
24,statistica methods,generalized.linear.models,,,,,,,,
24,significant differences observed (Y/N),N,,,,,,,,
24,summary of results,Homogeneity.of.microclimate.due.to.canopy.pattern,,,,,,,,
24,summary of results,NA,,,,,,,,
24,data archived? Y/N,N,,,,,,,,
24,data archive ,NA,,,,,,,,
24,accession number,NA,,,,,,,,
24,was cited before,N,,,,,,,,
24,citations,NA,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
