Article.ID,data column,data,notes,,,,,,,
31,Lead.Author ,Cerboncini,,,,,,,,
31,Year,2016,,,,,,,,
31,Journal,ORY,,,,,,,,
31,"focal area of research (ecophysiology, population ecology, community ecology ecosystem ecology, animal behavior)",animal.behavior,,,,,,,,
31,focal.subject.of.research,mammal,,,,,,,,
31,biome,atlantic.forest,,,,,,,,
31,ecosystem,NA,,,,,,,,
31,Country,Brazil,,,,,,,,
31,state,Parana,,,,,,,,
31,Municipality,Marumbi.State.Park,,,,,,,,
31,field station,NA,,,,,,,,
31,Latitude,NA,,,,,,,,
31,Longitude,NA,,,,,,,,
31,habitat.1,forest.edge,,,,,,,,
31,habitat.2,NA,,,,,,,,
31,habitat.3,NA,,,,,,,,
31,replicates.habitat.1,4,,,,,,,,
31,replicates.habitat.2,NA,,,,,,,,
31,replicates.habitat.3,NA,,,,,,,,
31,sampling.dist.hab.1,transect,,,,,,,,
31,sampling.dist.hab.2,NA,,,,,,,,
31,sampling.dist.hab.3,NA,,,,,,,,
31,reps.per.dist.1,5,,,,,,,,
31,reps.per.dist.2,NA,,,,,,,,
31,reps.per.dist.3,NA,,,,,,,,
31,dist.btwn.pts.1,random,,,,,,,,
31,dist.btwn.pts.2,NA,,,,,,,,
31,dist.btwn.pts.3,NA,,,,,,,,
31,layout,perpendicular,,,,,,,,
31,var.1,AT,,,,,,,,
31,var.2,RH,,,,,,,,
31,var.3,LIT,,,,,,,,
31,var.4,NA,,,,,,,,
31,equip.var.1,Thermochron.data.logger,Maxim.Integrated,,,,,,,
31,equip.var.2,thermohygrometer,Instrutemp.ITHT-2210,,,,,,,
31,equip.var.3,lux,Instrutemp.ITDEC-260,,,,,,,
31,equip.var.4,NA,,,,,,,,
31,start.date,NA,,,,,,,,
31,end.date,NA,,,,,,,,
31,time.var.1,every.hour,,,,,,,,
31,time.var.2,once.per.sampling.period,,,,,,,,
31,time.var.3,once.per.sampling.period,,,,,,,,
31,time.var.4,NA,,,,,,,,
31,comparisons,number.of.captures.and.species.at.edges,,,,,,,,
31,comparisons,distance.from.edge.and.environmental.variables,,,,,,,,
31,comparisons,NA,,,,,,,,
31,statistical analysis?,Y,,,,,,,,
31,statistica methods,linear.regression,,,,,,,,
31,statistica methods,NA,,,,,,,,
31,significant differences observed (Y/N),Y,,,,,,,,
31,summary of results,only.LIT.decreased.into.forest,,,,,,,,
31,summary of results,AT.RH.did.not.change.with.distance.from.edge,,,,,,,,
31,summary of results,higher.max.AT.and.greater.variability.found.only.at.edge,,,,,,,,
31,data archived? Y/N,N,,,,,,,,
31,data archive ,NA,,,,,,,,
31,accession number,NA,,,,,,,,
31,was cited before,N,,,,,,,,
31,citations,NA,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
