Article.ID,data column,data,notes,,,,,,,
48,Lead.Author ,Cappelatti,,,,,,,,
48,Year,2015,,,,,,,,
48,Journal,CF,,,,,,,,
48,"focal area of research (ecophysiology, population ecology, community ecology ecosystem ecology, animal behavior)",population.ecology,,,,,,,,
48,focal.subject.of.research,plant,,,,,,,,
48,biome,Atlantic.Forest,,,,,,,,
48,ecosystem,dense.humid.forest,,,,,,,,
48,Country,Brazil,,,,,,,,
48,state,Rio.Grande.do.Sul,,,,,,,,
48,Municipality,Tres.Cachoeiras,,,,,,,,
48,field station,NA,,,,,,,,
48,Latitude,29°24’58.0’’ S,,,,,,,,
48,Longitude,49°54’49.1’’ W,,,,,,,,
48,habitat.1,forest.fragment,,,,,,,,
48,habitat.2,NA,,,,,,,,
48,replicates.habitat.1,1,,,,,,,,
48,replicates.habitat.2,NA,,,,,,,,
48,sampling.dist.hab.1,point,,,,,,,,
48,sampling.dist.hab.2,NA,,,,,,,,
48,reps.per.dist.1,1,,,,,,,,
48,reps.per.dist.2,NA,,,,,,,,
48,dist.btwn.pts.1,NA,,,,,,,,
48,dist.btwn.pts.2,NA,,,,,,,,
48,layout,grid,,,,,,,,
48,var.1,SM,,,,,,,,
48,var.2,NA,,,,,,,,
48,var.3,NA,,,,,,,,
48,var.4,NA,,,,,,,,
48,equip.var.1,HH2.moisture.meter,Theta.Probe.ML2X,,,,,,,
48,equip.var.2,NA,,,,,,,,
48,equip.var.3,NA,,,,,,,,
48,equip.var.4,NA,,,,,,,,
48,start.date,NA,,,,,,,,
48,end.date,NA,,,,,,,,
48,time.var.1,once.per.plot,,,,,,,,
48,time.var.2,NA,,,,,,,,
48,time.var.3,NA,,,,,,,,
48,time.var.4,NA,,,,,,,,
48,comparisons,soil.moisture.related.to.palms,,,,,,,,
48,comparisons,NA,,,,,,,,
48,comparisons,NA,,,,,,,,
48,statistical analysis?,Y,,,,,,,,
48,statistica methods,variation.partitioning.analysis,,,,,,,,
48,statistica methods,Spearman.correlation,,,,,,,,
48,statistica methods,NA,,,,,,,,
48,significant differences observed (Y/N),Y,,,,,,,,
48,summary of results,positive.correlation.between.canopy.openness.and.soil.humidity,,,,,,,,
48,summary of results,only.understory.species.responded.to.SM,,,,,,,,
48,summary of results,NA,,,,,,,,
48,summary of results,NA,,,,,,,,
48,data archived? Y/N,N,,,,,,,,
48,data archive ,NA,,,,,,,,
48,accession number,NA,,,,,,,,
48,was cited before,Y,,,,,,,,
48,citations,1,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
