Article.ID,data column,data,notes,,,,,,,
47,Lead.Author ,Ibanez,,,,,,,,
47,Year,2013,,,,,,,,
47,Journal,AE,,,,,,,,
47,"focal area of research (ecophysiology, population ecology, community ecology ecosystem ecology, animal behavior)",ecophysiology,,,,,,,,
47,focal.subject.of.research,abiotic,,,,,,,,
47,biome,tropical.dry.forest,,,,,,,,
47,ecosystem,NA,,,,,,,,
47,Country,France,,,,,,,,
47,state,New.Caledonia,,,,,,,,
47,Municipality,NA,,,,,,,,
47,field station,NA,,,,,,,,
47,Latitude,21°11′S,,,,,,,,
47,Longitude,165°15′E,,,,,,,,
47,habitat.1,savanna,,,,,,,,
47,habitat.2,forest.fragment,,,,,,,,
47,habitat.3,NA,,,,,,,,
47,replicates.habitat.1,1,,,,,,,,
47,replicates.habitat.2,1,,,,,,,,
47,replicates.habitat.3,NA,,,,,,,,
47,sampling.dist.hab.1,transect,,,,,,,,
47,sampling.dist.hab.2,transect,,,,,,,,
47,sampling.dist.hab.3,NA,,,,,,,,
47,reps.per.dist.1,3,,,,,,,,
47,reps.per.dist.2,9,,,,,,,,
47,reps.per.dist.3,NA,,,,,,,,
47,dist.btwn.pts.1,variable,-20m.-5m.-2m,,,,,,,
47,dist.btwn.pts.2,variable,0m.2m.5m.10m.15m.25m.40m.60m.80m,,,,,,,
47,dist.btwn.pts.3,NA,,,,,,,,
47,layout,multiple.perpendicular,,,,,,,,
47,var.1,AT,,,,,,,,
47,var.2,RH,,,,,,,,
47,var.3,VPD,,,,,,,,
47,var.4,NA,,,,,,,,
47,equip.var.1,datalogger,HOBO.ProV2.U23.Onset,,,,,,,
47,equip.var.2,datalogger,HOBO.ProV2.U23.Onset,,,,,,,
47,equip.var.3,AT.and.RH,,,,,,,,
47,equip.var.4,NA,,,,,,,,
47,start.date,2010-04-04,,,,,,,,
47,end.date,2010-11-01,,,,,,,,
47,time.var.1,every.20.min,,,,,,,,
47,time.var.2,every.20.min,,,,,,,,
47,time.var.3,NA,,,,,,,,
47,time.var.4,NA,,,,,,,,
47,comparisons,changes.in.microclimate.from.savanna.to.forest,,,,,,,,
47,comparisons,depth.of.edge.effects.increases.in.dry.season,,,,,,,,
47,comparisons,NA,,,,,,,,
47,statistical analysis?,Y,,,,,,,,
47,statistica methods,nonlinear.least.square.regression,,,,,,,,
47,statistica methods,border.and.ecotone.detection.analysis,,,,,,,,
47,statistica methods,NA,,,,,,,,
47,significant differences observed (Y/N),N,,,,,,,,
47,summary of results,very.little.noticable.edge.effect.at.border,,,,,,,,
47,summary of results,more.variation.in.savanna.than.forest,,,,,,,,
47,summary of results,microclimate.edge.outside.of.forest,,,,,,,,
47,summary of results,NA,,,,,,,,
47,data archived? Y/N,N,,,,,,,,
47,data archive ,NA,,,,,,,,
47,accession number,NA,,,,,,,,
47,was cited before,Y,,,,,,,,
47,citations,11,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
